amount,method,bank,hour,day_of_week,prior_retries,is_new_customer,error_code,reason,bucket,retry_success
1803,Wallet,Axis Bank,10,1,0,1,GATEWAY_ERROR,internal_error,timeout,1
1045,Card,IDFC First,23,0,0,0,BAD_REQUEST_ERROR,issuer_general_decline,funds,0
2588,Card,SBI,9,3,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1828,Netbanking,SBI,13,1,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
298,UPI,Yes Bank,4,2,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
2309,Netbanking,Yes Bank,15,6,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
2922,UPI,Yes Bank,16,3,1,1,GATEWAY_ERROR,internal_error,timeout,1
2980,UPI,SBI,21,6,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
7593,Netbanking,IDFC First,21,2,3,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2806,UPI,HDFC Bank,6,4,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
799,Card,Kotak Mahindra,5,1,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
4887,Netbanking,SBI,17,6,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
362,Card,IDFC First,22,1,1,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2218,UPI,ICICI Bank,11,3,2,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
989,UPI,Axis Bank,11,2,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
913,Netbanking,ICICI Bank,3,0,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1978,Wallet,SBI,9,0,3,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1459,Netbanking,Yes Bank,16,4,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
9324,UPI,Axis Bank,15,5,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1770,Wallet,SBI,0,2,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
433,Netbanking,SBI,3,1,2,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1136,Card,Yes Bank,4,0,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1448,UPI,Axis Bank,18,1,0,0,BAD_REQUEST_ERROR,invalid_cvv,dropoff,1
644,Netbanking,Yes Bank,9,5,2,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
4260,UPI,IDFC First,0,0,2,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1614,Netbanking,ICICI Bank,3,0,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
5112,UPI,HDFC Bank,2,4,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1526,Netbanking,IDFC First,17,0,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
703,Netbanking,SBI,8,6,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
5768,UPI,SBI,21,1,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
2026,Card,Axis Bank,6,3,2,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1060,Card,IDFC First,5,1,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
3218,Card,Yes Bank,22,4,0,0,GATEWAY_ERROR,internal_error,dropoff,1
8139,UPI,SBI,14,6,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1153,UPI,Axis Bank,18,1,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1397,UPI,Axis Bank,2,2,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
10159,Card,HDFC Bank,0,3,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1821,UPI,ICICI Bank,2,2,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
644,UPI,ICICI Bank,3,6,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
4771,Card,Axis Bank,10,0,2,1,GATEWAY_ERROR,issuer_risk_block,risk,0
5410,UPI,SBI,22,2,1,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1548,UPI,ICICI Bank,20,6,1,0,BAD_REQUEST_ERROR,invalid_expiry,timeout,1
416,Card,HDFC Bank,9,4,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
3204,Card,IDFC First,17,2,0,1,BAD_REQUEST_ERROR,issuer_general_decline,timeout,0
787,UPI,Yes Bank,10,0,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
2083,Wallet,Yes Bank,12,1,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
932,UPI,Yes Bank,14,0,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1056,Card,ICICI Bank,3,1,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1806,Card,Yes Bank,6,5,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
2262,Card,Kotak Mahindra,18,6,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
857,Wallet,Yes Bank,2,4,1,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
853,UPI,SBI,1,5,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
3736,Wallet,ICICI Bank,2,4,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
3075,UPI,SBI,6,5,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
365,Wallet,HDFC Bank,16,5,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2036,Card,SBI,17,1,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
8478,Card,HDFC Bank,18,4,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
7213,Card,HDFC Bank,5,1,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
4102,UPI,Axis Bank,23,0,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
5220,UPI,ICICI Bank,5,1,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
962,Card,Yes Bank,22,2,2,0,GATEWAY_ERROR,internal_error,timeout,1
843,UPI,Kotak Mahindra,6,1,3,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
3203,UPI,Kotak Mahindra,15,3,2,1,GATEWAY_ERROR,internal_error,timeout,1
6372,Card,ICICI Bank,3,5,0,1,GATEWAY_ERROR,internal_error,timeout,1
7506,UPI,Kotak Mahindra,4,1,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
923,UPI,ICICI Bank,17,3,2,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
2794,Wallet,HDFC Bank,1,1,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
1791,Card,SBI,8,5,0,1,BAD_REQUEST_ERROR,insufficient_funds,timeout,0
565,Wallet,SBI,22,0,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
581,Wallet,HDFC Bank,15,4,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1684,Card,SBI,14,6,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
3942,UPI,Yes Bank,13,2,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
3596,UPI,SBI,13,1,2,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
925,UPI,IDFC First,5,0,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1496,Card,Kotak Mahindra,6,2,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
10686,UPI,Yes Bank,18,5,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
1389,UPI,HDFC Bank,12,1,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
752,Wallet,IDFC First,18,2,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
310,Card,Axis Bank,9,1,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
3605,UPI,Axis Bank,3,4,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
555,UPI,Yes Bank,22,6,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1331,UPI,Axis Bank,22,0,1,1,GATEWAY_ERROR,internal_error,timeout,1
1700,Card,Kotak Mahindra,0,0,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
7532,Netbanking,Axis Bank,22,3,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
493,UPI,IDFC First,22,0,0,0,BAD_REQUEST_ERROR,insufficient_funds,timeout,1
5417,UPI,Axis Bank,1,1,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
2532,Netbanking,Axis Bank,14,1,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1248,UPI,HDFC Bank,5,3,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
9062,Netbanking,SBI,3,1,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
1514,UPI,Axis Bank,2,6,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
3899,Card,IDFC First,7,1,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
1455,UPI,SBI,10,0,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2103,Wallet,Axis Bank,10,2,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
659,Card,IDFC First,22,3,0,1,GATEWAY_ERROR,issuer_risk_block,risk,1
925,Wallet,Yes Bank,1,5,1,0,BAD_REQUEST_ERROR,user_cancelled,timeout,1
1927,Netbanking,IDFC First,9,3,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1412,UPI,Axis Bank,14,1,1,0,BAD_REQUEST_ERROR,invalid_cvv,timeout,1
1433,UPI,SBI,3,2,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1280,Wallet,Axis Bank,5,5,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2242,UPI,HDFC Bank,0,6,2,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
389,Card,Yes Bank,13,4,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
2266,Netbanking,ICICI Bank,10,3,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
1084,UPI,Yes Bank,23,5,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
281,Wallet,ICICI Bank,22,2,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
9615,UPI,Kotak Mahindra,11,2,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
598,Netbanking,SBI,9,2,0,0,BAD_REQUEST_ERROR,invalid_expiry,risk,0
30165,Netbanking,Axis Bank,14,4,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
2012,Card,IDFC First,20,1,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1927,Card,SBI,16,0,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
3656,Card,Axis Bank,7,5,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
2001,UPI,Axis Bank,3,2,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
4611,UPI,IDFC First,3,3,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
5641,Card,Axis Bank,1,6,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2357,Netbanking,Yes Bank,23,0,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
4931,UPI,ICICI Bank,1,5,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
9396,Netbanking,SBI,9,2,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
2583,Card,IDFC First,16,2,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
370,UPI,ICICI Bank,6,1,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
6680,UPI,Kotak Mahindra,20,2,3,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
2570,Netbanking,Kotak Mahindra,4,4,1,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
860,UPI,SBI,13,5,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
791,UPI,Yes Bank,16,5,0,0,GATEWAY_ERROR,internal_error,timeout,1
2953,UPI,ICICI Bank,18,2,0,1,GATEWAY_ERROR,issuer_risk_block,risk,1
2539,Netbanking,ICICI Bank,5,4,0,0,GATEWAY_ERROR,internal_error,timeout,1
13798,Card,Kotak Mahindra,17,2,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
1240,Card,ICICI Bank,0,1,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
7771,UPI,IDFC First,16,0,1,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1012,UPI,SBI,0,3,2,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1386,Card,ICICI Bank,19,3,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
6166,Card,Yes Bank,9,5,2,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
6880,Netbanking,Axis Bank,20,6,0,0,GATEWAY_ERROR,internal_error,timeout,0
7503,UPI,Kotak Mahindra,17,6,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
2560,Card,ICICI Bank,0,0,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1527,Card,HDFC Bank,3,5,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
261,UPI,ICICI Bank,9,0,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2073,Wallet,Kotak Mahindra,8,6,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1659,Wallet,HDFC Bank,15,0,2,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1719,UPI,IDFC First,14,4,0,1,GATEWAY_ERROR,internal_error,funds,0
1368,Netbanking,Kotak Mahindra,9,0,0,1,GATEWAY_ERROR,internal_error,timeout,1
2850,Card,Yes Bank,15,4,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
3402,UPI,IDFC First,10,0,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1109,Card,SBI,13,2,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1253,Card,ICICI Bank,6,0,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1440,Card,HDFC Bank,14,0,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
3863,UPI,IDFC First,8,5,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
1165,Card,Yes Bank,0,6,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
274,Card,HDFC Bank,8,5,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
10734,UPI,Yes Bank,10,2,2,0,GATEWAY_ERROR,internal_error,timeout,0
629,Wallet,SBI,6,3,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
787,UPI,IDFC First,3,3,0,0,GATEWAY_ERROR,internal_error,timeout,1
1183,Netbanking,Axis Bank,21,3,1,0,GATEWAY_ERROR,internal_error,timeout,1
1464,UPI,SBI,12,6,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1513,UPI,SBI,13,1,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1655,UPI,Kotak Mahindra,11,0,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
3265,UPI,SBI,14,5,2,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2683,Wallet,Kotak Mahindra,22,5,0,0,GATEWAY_ERROR,internal_error,timeout,1
2477,UPI,Axis Bank,3,0,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2488,Wallet,Kotak Mahindra,3,6,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
677,Card,SBI,2,4,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
365,Wallet,Axis Bank,23,6,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
358,Card,Yes Bank,8,0,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
482,Card,Yes Bank,3,2,1,1,GATEWAY_ERROR,internal_error,timeout,1
600,Card,Kotak Mahindra,6,5,0,0,GATEWAY_ERROR,internal_error,timeout,1
3847,Netbanking,ICICI Bank,22,3,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
2028,Card,Yes Bank,2,0,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1710,UPI,Kotak Mahindra,22,5,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
845,Card,ICICI Bank,13,3,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
809,Wallet,Yes Bank,16,5,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
926,UPI,Yes Bank,9,2,0,1,GATEWAY_ERROR,internal_error,decline,0
807,Card,Kotak Mahindra,4,2,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
906,UPI,Axis Bank,16,1,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2376,Card,SBI,8,4,2,1,GATEWAY_ERROR,internal_error,timeout,1
2336,Card,IDFC First,1,5,2,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
2198,UPI,Axis Bank,20,4,2,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
2200,Wallet,IDFC First,14,1,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
903,Card,Kotak Mahindra,3,3,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1026,UPI,SBI,1,2,0,1,BAD_REQUEST_ERROR,invalid_expiry,timeout,1
4297,Card,Yes Bank,13,0,2,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2738,Netbanking,SBI,9,1,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
536,Card,SBI,23,1,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1248,Card,Yes Bank,3,6,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
841,Card,ICICI Bank,1,2,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
2145,UPI,IDFC First,2,4,1,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
3161,UPI,Axis Bank,10,5,1,0,GATEWAY_ERROR,internal_error,timeout,1
868,Card,SBI,1,1,1,1,GATEWAY_ERROR,internal_error,risk,0
680,Card,ICICI Bank,21,1,1,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
659,UPI,Yes Bank,11,2,2,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
1986,Card,Axis Bank,10,1,2,1,GATEWAY_ERROR,internal_error,timeout,1
1033,Card,ICICI Bank,0,5,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1442,UPI,IDFC First,12,5,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
857,Netbanking,Yes Bank,2,1,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
438,Card,HDFC Bank,18,0,2,1,GATEWAY_ERROR,issuer_risk_block,risk,0
4113,UPI,Kotak Mahindra,4,0,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
805,Card,Axis Bank,6,4,3,0,GATEWAY_ERROR,issuer_risk_block,dropoff,1
1282,Card,HDFC Bank,12,6,0,0,GATEWAY_ERROR,internal_error,funds,0
10088,UPI,Yes Bank,14,5,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
12709,Netbanking,ICICI Bank,22,6,2,1,GATEWAY_ERROR,internal_error,timeout,1
2217,UPI,Yes Bank,12,4,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
852,Netbanking,Axis Bank,21,5,2,1,BAD_REQUEST_ERROR,insufficient_funds,decline,1
288,Wallet,IDFC First,12,2,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1133,Card,IDFC First,18,4,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
612,UPI,ICICI Bank,10,5,0,0,GATEWAY_ERROR,issuer_unavailable,risk,0
7394,Netbanking,Axis Bank,21,3,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2734,Card,HDFC Bank,8,3,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
9677,UPI,Kotak Mahindra,6,5,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
14642,UPI,Kotak Mahindra,17,1,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1715,UPI,Kotak Mahindra,4,3,0,0,GATEWAY_ERROR,internal_error,timeout,1
711,UPI,IDFC First,7,5,2,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
5021,UPI,SBI,7,3,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1667,Card,ICICI Bank,13,5,2,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
573,UPI,Kotak Mahindra,14,2,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
2572,UPI,Kotak Mahindra,3,2,3,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
3774,Card,HDFC Bank,15,2,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1127,UPI,SBI,20,4,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
3330,Wallet,Yes Bank,2,0,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1931,Card,Yes Bank,14,5,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
6438,Card,Yes Bank,12,6,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1533,UPI,Yes Bank,2,3,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
901,UPI,IDFC First,13,4,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
3068,Netbanking,Kotak Mahindra,3,0,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2522,Wallet,ICICI Bank,6,0,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
1820,Card,IDFC First,18,3,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
1016,UPI,Axis Bank,15,6,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1319,UPI,Axis Bank,20,5,1,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2339,Netbanking,Yes Bank,23,4,1,0,GATEWAY_ERROR,internal_error,timeout,0
952,Card,IDFC First,17,0,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2498,Card,SBI,22,4,1,0,GATEWAY_ERROR,internal_error,timeout,1
4011,Wallet,ICICI Bank,20,3,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
6452,Card,Kotak Mahindra,12,1,2,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
3965,UPI,Axis Bank,4,1,0,0,GATEWAY_ERROR,internal_error,timeout,1
894,UPI,HDFC Bank,16,1,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
597,Wallet,ICICI Bank,4,1,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1334,Netbanking,HDFC Bank,9,6,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
9169,Card,Axis Bank,2,2,1,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2486,UPI,SBI,0,4,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2824,Netbanking,IDFC First,8,5,3,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
736,UPI,Yes Bank,10,5,2,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2885,Wallet,Axis Bank,23,3,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1349,UPI,SBI,11,5,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
3799,Card,SBI,8,1,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
1173,UPI,SBI,1,4,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
27758,Card,IDFC First,4,0,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
3972,UPI,SBI,12,3,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
100,Wallet,SBI,5,3,0,0,GATEWAY_ERROR,issuer_unavailable,risk,0
784,Card,ICICI Bank,10,4,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
2091,UPI,HDFC Bank,10,6,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
902,Wallet,IDFC First,21,1,3,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
3159,UPI,Yes Bank,6,6,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1999,Card,ICICI Bank,5,3,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
5470,Card,ICICI Bank,12,1,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
1822,Card,IDFC First,13,2,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
806,UPI,Yes Bank,18,5,1,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
1263,UPI,SBI,0,5,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1310,UPI,Kotak Mahindra,3,0,0,0,GATEWAY_ERROR,internal_error,timeout,0
1801,UPI,HDFC Bank,22,3,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1498,Netbanking,IDFC First,15,6,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
432,Card,ICICI Bank,14,4,1,1,GATEWAY_ERROR,internal_error,timeout,1
2443,Card,Yes Bank,14,2,2,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
127,UPI,Axis Bank,10,3,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
1276,Card,Kotak Mahindra,6,6,2,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
3226,UPI,Yes Bank,2,1,0,0,GATEWAY_ERROR,internal_error,timeout,1
2838,Wallet,HDFC Bank,9,6,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
478,Card,SBI,17,2,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
2153,UPI,IDFC First,17,6,0,0,BAD_REQUEST_ERROR,otp_timeout,decline,0
3858,Card,Axis Bank,11,5,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
803,UPI,IDFC First,10,6,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
389,UPI,Axis Bank,8,0,0,1,GATEWAY_ERROR,issuer_unavailable,decline,1
1478,Netbanking,IDFC First,13,2,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
366,UPI,Yes Bank,3,1,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1989,Netbanking,ICICI Bank,16,3,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
3050,UPI,Axis Bank,15,1,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
8890,UPI,ICICI Bank,5,4,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
3343,Card,IDFC First,10,4,2,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
6251,UPI,Yes Bank,14,3,0,0,GATEWAY_ERROR,issuer_risk_block,timeout,1
2002,UPI,ICICI Bank,13,6,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
439,UPI,ICICI Bank,19,5,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
3091,UPI,HDFC Bank,1,3,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
1387,Wallet,ICICI Bank,12,6,0,1,GATEWAY_ERROR,internal_error,timeout,1
788,Card,Kotak Mahindra,23,4,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
931,UPI,SBI,1,6,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2539,Netbanking,Yes Bank,8,3,3,0,GATEWAY_ERROR,issuer_risk_block,risk,0
5578,Card,Yes Bank,7,4,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
